location,family,subfamily,genus,species,subspecies,original entry,source,calibration,FO_LO,...11,...12,age,pal_lat
Haldager 1,Gonyaulacaceae,Leptodinioideae,Occisucysta,tentorium,NA,0% paratollia,"Davey, 1982",0 in amm_b_Paratollia/Platylenticeras,FO,NA,NA,136.59,40.2548
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Oligosphaeridium,asterigerum,NA,0% paratollia,"Heilmann-Clausen, 1987",0 in amm_b_Paratollia/Platylenticeras,FO,NA,NA,136.59,39.4207
Central Danish Trough,Gonyaulacaceae,Leptodinioideae,Stanfordella,ordocava,NA,0% paratollia,"Heilmann-Clausen, 1987",0 in amm_b_Paratollia/Platylenticeras,FO,NA,NA,136.59,39.4207
Dorset-Yorkshire,Gonyaulacaceae,Leptodinioideae,Egmontodinium,torynum,NA,100% in Albidium zone,"Woollam and Riding, 1983",1 in amm_b_Peregrinoceras albidum,LO,NA,NA,136.59,35.22625
Haldager 1,Gonyaulacaceae,Leptodinioideae,Kleithriasphaeridium,eoinodes,NA,0% polyptichites,"Davey, 1982",0 in amm_b_Polyptychites,FO,NA,NA,136.72,40.2184
Rodmell,Order Gonyaulacales Family uncertain,uncertain,Disphaeria,munda,NA,20% in mantelli,"Tocher and Jarvis, 1996",0.2 in amm_b_Mantelliceras mantelli,LO,NA,NA,99.874,42.48992
Rodmell,Order Gonyaulacales Family uncertain,uncertain,Exochosphaeridium,phragmites,NA,20% in mantelli,"Tocher and Jarvis, 1996",0.2 in amm_b_Mantelliceras mantelli,LO,NA,NA,99.874,42.48992
Central Danish Trough,Gonyaulacaceae,other,Discorsia,nannus,NA,100% tardefurcata,"Heilmann-Clausen, 1987",1 in amm_b_Leymeriella tardefurcata,LO,NA,NA,110.87,47.2999
Central Danish Trough,Gonyaulacaceae,other,Discorsia,nannus,NA,0% prodichotomites,"Heilmann-Clausen, 1987",0 in amm_b_Prodichotomites,FO,NA,NA,135.55,39.7015
Q13_14,Gonyaulacaceae,Leptodinioideae,Systematophora,scoriacea,NA,0% polyptichites,"Duxbury, 2001",0 in amm_b_Polyptychites,LO,NA,NA,136.72,41.68266667
Angles,Gonyaulacaceae,Leptodinioideae,Dichadogonyaulax,bensonii,NA,100% pertransiens,"Monteil, 1993",1 in amm_t_Thurmanniceras pertransiens,LO,NA,NA,136.72,27.184
Rodmell,Order Gonyaulacales Family uncertain,uncertain,Dapsilidinium,laminaspinosum,NA,50% in mantelli,"Tocher and Jarvis, 1996",0.5 in amm_b_Mantelliceras mantelli,LO,NA,NA,99.31,42.4448
Rodmell,Order Gonyaulacales Family uncertain,uncertain,Impletosphaeridium,clavulum,NA,50% in mantelli,"Tocher and Jarvis, 1996",0.5 in amm_b_Mantelliceras mantelli,LO,NA,NA,99.31,42.4448
Cordebugle,Order Gonyaulacales Family uncertain,uncertain,Disphaeria,munda,NA,50% in mantelli,"Tocher and Jarvis, 1996",0.5 in amm_b_Mantelliceras mantelli,LO,NA,NA,99.31,40.7448
913,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,velorum,NA,25% C15n,"Firth, 1996",0.25 in mag_C15n,FO,NA,NA,35.2775,66.480625
913,Gonyaulacaceae,Gonyaulacoideae,Tectatodinium,pellitum,NA,25% C15n,"Firth, 1996",0.25 in mag_C15n,LO,NA,NA,35.2775,66.480625
1053,Gonyaulacaceae,Gonyaulacoideae,Corrudinium,incompositum,NA,50% C15n,"Van Mourik et al., 2001",0.5 in mag_C15n,LO,NA,NA,35.219,24.51715
1168,Gonyaulacaceae,Gonyaulacoideae,Impagidinium,velorum,NA,80X-5,"Brinkhuis et al., 2003a",0.75 in mag_C15n,FO,NA,NA,35.1605,-55.59559286
Central Danish Trough,misc,misc,Fromea,quadrugata,NA,60% rudefissicostatum,"Heilmann-Clausen, 1987",0.8 in amm_b_Paracrioceras denckmanni,FO,NA,NA,122.568,44.1728
Central Danish Trough,misc,misc,Fromea,quadrugata,NA,100% bidentatum,"Heilmann-Clausen, 1987",1 in amm_b_Parancyloceras bidentatum / Parancyloceras scalare,LO,NA,NA,121.15,44.74
Cordebugle,Order Gonyaulacales Family uncertain,uncertain,Tanyosphaeridium,variecalamus,NA,50% in mantelli,"Tocher and Jarvis, 1996",0.5 in amm_b_Mantelliceras mantelli,LO,NA,NA,99.31,40.7448
Cordebugle,Order Gonyaulacales Family uncertain,uncertain,Ellipsodinium,rugulosum,NA,55% in mantelli,"Tocher and Jarvis, 1996",0.55 in amm_b_Mantelliceras mantelli,LO,NA,NA,99.216,40.73728
Central Danish Trough,Gonyaulacaceae,other,Glossodinium,dimorphum,NA,0% oppressus,"Heilmann-Clausen, 1987",0 in amm_b_Paracraspedites oppressus,LO,NA,NA,144.13,39.4086
Kimmeridge Clay N Yorkshire,Pareodiniaceae,all,Kalyptea,stegasta,NA,25% in pectinatus,"Bailey et al., 1997",0.25 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.21,37.828
Kimmeridge Clay N Yorkshire,Pareodiniaceae,all,Paragonyaulacysta,borealis,NA,0% in pectinatus,"Bailey et al., 1997",0 in amm_b_Pectinatites pectinatus,LO,NA,NA,147.36,37.848
Kimmeridge Clay N Yorkshire,Pareodiniaceae,all,Protobatioladinium,westburiense,NA,75% in hudlestoni,"Bailey et al., 1997",0.75 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.48,37.864
Kimmeridge Clay N Yorkshire,Pareodiniaceae,all,Paragonyaulacysta,borealis,NA,55% in hudlestoni,"Bailey et al., 1997",0.55 in amm_b_Pectinatites hudlestoni,FO,NA,NA,147.576,37.8768
Scotian Margin,Pareodiniaceae,all,Gochteodinia,villosa,multifurcata,20% in Tithonian,"Williams et al., 1993",0.2 in stage_Tithonian,FO,NA,NA,148.012,30.63676
